,home_elo,away_elo,spread,h_drives,h_d_explosiveness,h_d_successrate,h_d_stuffrate,h_d_totalPPA,h_o_explosiveness,h_o_successrate,h_o_stuffrate,h_o_totalPPA,home_conference,away_conference,neutral_site,home_team_cover_spread
0,1626,1321,-17.0,12.0,1.3976425843563314,0.3623188405797101,0.2333333333333333,15.894630161887902,1.3654775623235085,0.40625,0.4666666666666667,4.270421867419144,1,4,0,0
1,1646,1477,-3.5,10.0,1.1156372835093082,0.4615384615384615,0.1428571428571428,7.968428434411583,1.130577825762013,0.4266666666666667,0.1702127659574468,9.157397121020477,9,0,1,1
2,1417,1567,20.5,12.0,1.2346682639325082,0.4264705882352941,0.1818181818181818,18.60824707109277,1.0228963757081324,0.4166666666666667,0.3333333333333333,8.286312363523937,6,2,0,1
3,1365,1521,-17.5,13.0,1.001897832802073,0.3962264150943396,0.3809523809523809,4.754121853062472,1.0418762353053532,0.3974358974358974,0.2926829268292683,-3.6851312431617935,9,4,0,0
4,1603,1553,-3.0,11.0,1.1630959459753274,0.4520547945205479,0.2413793103448276,-1.1847957079055191,1.0855314928614577,0.3943661971830985,0.25,7.254695565252793,8,3,0,1
5,1633,1963,16.0,14.0,0.9548919364653908,0.5,0.119047619047619,14.582142471279871,0.922300415031336,0.4054054054054054,0.1351351351351351,8.55716981108355,3,2,0,1
6,1311,1572,13.5,14.0,1.0615624069202196,0.4787234042553192,0.1458333333333333,18.984843721864845,1.4273958846177537,0.2615384615384615,0.2631578947368421,-4.501263290952904,1,0,0,0
7,1649,1294,-30.5,14.0,1.0532689792289192,0.4479166666666667,0.1836734693877551,17.896088296944125,1.503329821854197,0.3835616438356164,0.1944444444444444,14.262595531444491,8,4,0,0
8,1347,1357,-2.5,12.28125,1.2724950504952857,0.4658091826825412,0.1652395047990365,18.88649522228044,1.3020335318090244,0.426755584316179,0.1898854836957228,13.513453829487744,7,8,0,1
9,1092,1500,-4.0,14.0,1.0727263425266491,0.3953488372093023,0.2083333333333333,6.276451731855269,1.424005888507374,0.3382352941176471,0.2916666666666667,1.886757015184932,10,4,0,0
10,1147,1874,20.0,12.0,1.8590943554025217,0.5362318840579711,0.1666666666666666,47.67897483534554,1.2374233608173018,0.3974358974358974,0.2549019607843137,8.073649187862907,1,2,0,0
11,1444,1850,23.5,12.0,1.3377241481901083,0.484375,0.1176470588235294,21.52178868510875,1.2430246953011783,0.3823529411764705,0.1875,7.770196567589246,6,3,0,1
12,1716,1625,-11.0,13.0,1.282678911052561,0.2542372881355932,0.2857142857142857,-8.69096084475038,1.0104058547948052,0.382716049382716,0.16,-2.5855794498058176,7,8,0,0
13,1856,1312,-31.0,12.0,1.2583041751544797,0.3392857142857143,0.217391304347826,6.650777162704664,1.3897599646670842,0.5576923076923077,0.1351351351351351,27.42651722690585,9,10,0,1
14,1482,1747,10.0,11.0,0.8723083761243378,0.3968253968253968,0.2608695652173913,-5.927122087318066,1.272495409353982,0.3048780487804878,0.2777777777777778,3.0147626411743005,3,8,0,1
15,1027,1295,-7.0,13.0,1.3552845291427502,0.4459459459459459,0.1794871794871795,17.727902688355986,1.0394036439757548,0.5058823529411764,0.1777777777777777,16.803371211627375,6,4,0,0
16,1285,1311,-21.0,18.0,1.1211138145542117,0.4646464646464646,0.2203389830508474,28.19343798379278,1.387458586308952,0.4827586206896552,0.1458333333333333,33.42761113947886,1,4,0,0
17,1690,1494,-14.5,11.0,1.0498389312885763,0.4027777777777778,0.1515151515151515,7.18262837906994,1.2239999301423974,0.4931506849315068,0.303030303030303,19.31265831945773,8,0,0,1
18,1741,1359,-35.0,9.0,1.119297106639923,0.4259259259259259,0.46875,5.076919728931732,1.7286885449991911,0.4821428571428571,0.2058823529411764,33.11192332847085,9,4,0,1
